CompanyID,Age,YearFounded,GrowthStageGroup,GrowthNextStageGroup,TimeNextStageGroup,N_Deal,TotalRaised_Est,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,Institute,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,N_Competitors_All,Same_Country_All,SimilarityScoreMean_All
12,7,2017,Early,Early,0,10,0.0,0.0,true,false,false,false,false,false,false,false,NA; ESSEC Business School; Université Paris Dauphine,0.347341196395918,1,false,false,false,0.251,false,false,true,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,119.5,1.91748446981119,false,4,false,false,2,4.0,2008.5,2,0,98.37
13,0,2016,Early,Early,8,1,0.596476247760611,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.54,true,false,false,false,false,false,false,false,false,false,France,Information Technology,94.99,0,0,3,Male,8.0,-0.403355023220701,false,1,false,false,1,3.0,,0,0,94.905
13,1,2016,Early,Early,7,1,0.0,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.54,true,false,false,false,false,false,false,false,false,false,France,Information Technology,94.99,0,0,3,Male,8.0,-0.403355023220701,false,1,false,false,1,3.0,,0,0,94.905
13,2,2016,Early,Early,6,1,0.0,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.54,true,false,false,false,false,false,false,false,false,false,France,Information Technology,94.99,0,0,3,Male,8.0,-0.403355023220701,false,1,false,false,1,3.0,,0,0,94.905
13,3,2016,Early,Early,5,2,0.707882885664986,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.752612855,true,false,false,true,false,false,false,false,false,false,France,Information Technology,94.99,0,0,3,Male,80.0,-0.403355023220701,false,1,false,false,2,3.0,,0,0,94.905
13,4,2016,Early,Early,4,2,0.0,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.752612855,true,false,false,true,false,false,false,false,false,false,France,Information Technology,94.99,0,0,3,Male,80.0,-0.403355023220701,false,1,false,false,2,3.0,,0,0,94.905
13,5,2016,Early,Early,3,3,0.05779097,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.525075236666667,true,false,true,true,false,false,false,false,false,false,France,Information Technology,94.905,0,0,3,Male,922.666666666667,-0.403355023220701,true,1,false,false,4,3.0,,0,0,94.905
13,6,2016,Early,Early,2,4,0.00720059,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.3988064275,true,false,true,true,false,false,false,false,false,false,France,Information Technology,94.905,0,0,3,Male,695.0,-0.403355023220701,true,1,false,false,4,3.0,,0,0,94.905
13,7,2016,Early,Early,1,4,0.0,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.3988064275,true,false,true,true,false,false,false,false,false,false,France,Information Technology,94.82,0,0,3,Male,695.0,-0.403355023220701,true,1,false,false,4,3.0,,0,0,94.905
13,8,2016,Early,Early,0,4,0.0,0.0,false,true,false,false,false,false,false,false,University of New Orleans,-0.403355023220701,1,false,false,false,0.3988064275,true,false,true,true,false,false,false,false,false,false,France,Information Technology,0.0,0,0,3,Male,695.0,-0.403355023220701,true,1,false,false,4,3.0,,0,0,94.905
14,0,2016,Early,Later,5,1,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,,true,false,true,false,false,false,true,false,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,,0.722763311001538,false,2,false,false,1,3.0,1998.0,1,0,91.77499999999999
14,1,2016,Early,Later,4,2,0.7632041775,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,2,2016,Early,Later,3,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,3,2016,Early,Later,2,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,4,2016,Early,Later,1,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,5,2016,Later,Later,3,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,6,2016,Later,Later,2,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,7,2016,Later,Later,1,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),91.83333333333333,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
14,8,2016,Later,Later,0,2,0.0,0.0,false,false,false,false,false,false,false,false,NA; Bristol University; University of Valencia; Massachusetts Institute of Technology (MIT),0.652016256993838,2,false,false,false,2.0,true,false,true,false,false,false,true,true,false,false,Latvia,Consumer Products and Services (B2C),93.82,1,0,3,Male,24.0,0.722763311001538,false,2,false,false,2,3.0,1998.0,1,0,91.77499999999999
15,0,2010,Early,Later,3,1,0.06142693,18.1818181818182,true,true,false,true,true,false,false,true,NA; University of Oxford; London School of Economics and Political Science; University of Oxford; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University,0.230024792398048,4,false,false,false,3.499968,false,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,26.0,-0.0848051435917848,false,11,false,false,1,3.44444444444444,2004.14285714286,0,0,90.55
15,1,2010,Early,Later,2,2,0.2242289,18.1818181818182,true,true,false,true,true,false,false,true,NA; University of Oxford; London School of Economics and Political Science; University of Oxford; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University,0.230024792398048,4,false,false,false,1.86209845,false,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,13.5,-0.0848051435917848,false,11,false,false,1,3.44444444444444,2004.14285714286,0,0,90.55
15,2,2010,Early,Later,1,3,0.0,16.6666666666667,true,true,false,true,true,false,false,true,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.203788964398896,4,false,false,false,1.24806563333333,false,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,43.6666666666667,-0.0848051435917848,false,12,false,false,1,3.5,2002.75,0,0,90.55
15,3,2010,Later,Exit,8,4,0.01812203,15.3846153846154,true,true,false,false,true,false,false,true,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.18503908118244,4,false,false,false,0.943549225,false,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,167.25,-0.0848051435917848,false,13,false,false,1,3.54545454545455,2002.75,0,0,90.55
15,4,2010,Later,Exit,7,5,2.51707936604232,15.3846153846154,true,true,false,false,true,false,false,true,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.18503908118244,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0848051435917848,false,13,false,false,2,3.54545454545455,2002.75,0,0,90.55
15,5,2010,Later,Exit,6,5,0.0,15.3846153846154,true,true,false,false,true,false,false,true,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.18503908118244,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0399595174150297,false,13,false,false,2,3.54545454545455,2002.75,0,0,90.55
15,6,2010,Later,Exit,5,5,0.0,15.3846153846154,true,true,false,false,true,false,false,true,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.18503908118244,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0848051435917848,false,13,false,false,2,3.54545454545455,2002.75,0,0,90.55
15,7,2010,Later,Exit,4,5,0.0,15.3846153846154,true,true,false,false,true,false,false,false,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Warwick; University of Cambridge; Eton College; Emory University; University of Pennsylvania (Wharton); University of Pennsylvania (Wharton); Lancaster University; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech); Securities Institute of Australia; Macquarie University",0.18503908118244,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0848051435917848,true,13,false,false,6,3.54545454545455,2002.75,0,0,90.55
15,8,2010,Later,Exit,3,5,0.0,11.1111111111111,true,true,false,false,true,false,false,false,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Cambridge; Eton College; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech)",0.112780612856351,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0848051435917848,true,9,false,false,7,3.71428571428571,2004.5,0,0,90.55
15,9,2010,Later,Exit,2,5,0.0,11.1111111111111,true,true,false,false,true,false,false,false,"NA; University of Oxford; London School of Economics and Political Science; University of Oxford; New York University (Stern); Rutgers University, New Brunswick; University College Dublin; University of Cambridge; Eton College; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech)",0.112780612856351,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),90.55,0,0,4,Male,157.8,-0.0848051435917848,true,9,true,false,10,3.71428571428571,2004.5,0,0,90.55
15,10,2010,Later,Exit,1,5,0.0,12.5,true,true,false,false,true,false,false,false,NA; University of Oxford; London School of Economics and Political Science; University of Oxford; University College Dublin; University of Cambridge; Eton College; Stanford Graduate School of Business; Virginia Polytechnic Institute and State University (Virginia Tech),0.137478832412368,4,false,false,false,1.40280586,true,false,true,false,false,false,false,false,false,false,France,Business Products and Services (B2B),0.0,0,0,4,Male,157.8,-0.0848051435917848,true,8,true,false,15,3.66666666666667,2006.8,0,0,90.55
16,0,2014,Early,Early,10,2,1.65873579,0.0,true,true,false,false,false,false,false,true,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services (B2C),93.87333333333333,1,0,4,Male,60.0,-0.403355023220701,false,2,true,true,1,4.0,,1,0,93.328
16,1,2014,Early,Early,9,2,0.0,0.0,true,true,false,false,false,false,false,true,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services (B2C),93.8275,1,0,4,Male,60.0,-0.403355023220701,false,2,true,true,1,4.0,,1,0,93.328
16,2,2014,Early,Early,8,2,0.0,0.0,true,true,false,false,false,false,false,true,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,false,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.8275,1,0,4,Male,60.0,-0.403355023220701,false,2,true,true,2,4.0,,1,0,93.328
16,3,2014,Early,Early,7,2,0.0,0.0,true,true,false,false,false,false,false,true,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,false,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.8275,1,0,4,Male,60.0,-0.403355023220701,false,2,true,true,3,4.0,,1,0,93.328
16,4,2014,Early,Early,6,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,false,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.8275,1,0,4,Male,60.0,-0.403355023220701,false,2,true,true,4,4.0,,1,0,93.328
16,5,2014,Early,Early,5,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.328,1,0,4,Male,60.0,-0.403355023220701,true,2,true,true,6,4.0,,1,0,93.328
16,6,2014,Early,Early,4,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.328,1,0,4,Male,60.0,-0.403355023220701,true,2,true,true,6,4.0,,1,0,93.328
16,7,2014,Early,Early,3,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.328,1,0,4,Male,60.0,-0.403355023220701,true,2,true,true,6,4.0,,1,0,93.328
16,8,2014,Early,Early,2,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.328,1,0,4,Male,60.0,-0.403355023220701,true,2,true,true,7,4.0,,1,0,93.328
16,9,2014,Early,Early,1,2,0.0,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.785,1,0,4,Male,60.0,-0.403355023220701,true,2,true,true,7,4.0,,1,0,93.328
16,10,2014,Early,Early,0,3,1.67,0.0,true,true,false,false,false,false,false,false,Ecole Centrale de Paris; NA,-0.403355023220701,2,false,false,false,5.59,true,true,true,false,false,false,true,false,false,false,France,Consumer Products and Services (B2C),93.69,0,0,4,Male,60.0,-0.403355023220701,true,2,true,true,7,4.0,,1,0,93.328
17,0,2012,Early,Later,6,1,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,1.29,false,false,true,true,false,false,false,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,518.0,-0.0399595174150297,true,1,false,false,3,5.0,1986.0,0,0,0.0
17,1,2012,Early,Later,5,1,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,1.29,false,false,true,true,false,false,false,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,518.0,-0.0399595174150297,true,1,false,false,3,5.0,1986.0,0,0,0.0
17,2,2012,Early,Later,4,1,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,1.29,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,518.0,-0.0399595174150297,true,1,false,false,12,5.0,1986.0,0,0,0.0
17,3,2012,Early,Later,3,2,1.70388249,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.59666666666667,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,270.0,-0.0399595174150297,true,1,false,false,12,5.0,1986.0,0,0,0.0
17,4,2012,Early,Later,2,3,4.15338736,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,12,5.0,1986.0,0,0,0.0
17,5,2012,Early,Later,1,3,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,6,2012,Later,Later,6,3,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,7,2012,Later,Later,5,4,1.998585,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,8,2012,Later,Later,4,4,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,9,2012,Later,Later,3,4,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,10,2012,Later,Later,2,4,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,11,2012,Later,Later,1,4,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
17,12,2012,Later,Later,0,4,0.0,0.0,false,false,false,false,false,false,false,true,Imperial College London; University of Oxford,-0.0399595174150297,1,false,false,false,2.89881548,true,true,true,true,false,false,true,false,false,false,United Kingdom,Information Technology,0.0,0,0,5,Male,246.75,-0.0399595174150297,true,1,false,false,15,5.0,1986.0,0,0,0.0
18,0,2012,Early,Later,11,1,0.0,11.1111111111111,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.589545001759878,4,false,false,false,2.93267834,false,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,375.0,1.77126753800968,false,9,false,false,0,3.8,1990.6,0,0,0.0
18,1,2012,Early,Later,10,2,0.45,9.09090909090909,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.496031625591661,4,false,false,false,2.22133917,false,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,11,false,false,0,3.57142857142857,1992.5,0,0,0.0
18,2,2012,Early,Later,9,2,0.0,7.69230769230769,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.338694486823615,4,false,false,false,2.22133917,false,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,13,false,false,0,3.55555555555556,1992.875,0,0,0.0
18,3,2012,Early,Later,8,2,0.0,7.69230769230769,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.338694486823615,4,false,false,false,2.22133917,false,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,13,false,false,0,3.55555555555556,1992.875,0,0,0.0
18,4,2012,Early,Later,7,2,0.0,7.69230769230769,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.338694486823615,4,false,false,false,2.22133917,false,false,false,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,13,true,false,1,3.55555555555556,1992.875,0,0,0.0
18,5,2012,Early,Later,6,2,0.0,7.69230769230769,false,false,false,false,false,false,false,false,London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College,0.338694486823615,4,false,false,false,2.22133917,false,true,true,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,13,true,false,3,3.55555555555556,1992.875,0,0,0.0
18,6,2012,Early,Later,5,2,0.0,6.25,false,false,false,false,false,false,false,false,"London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; University of Bath; Katholieke Universiteit Leuven (KU Leuven, University of Leuven); Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College",0.330466138350846,4,false,false,false,2.22133917,false,true,true,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,16,true,false,3,3.63636363636364,1992.8,0,0,0.0
18,7,2012,Early,Later,4,2,0.0,6.25,false,false,false,false,false,false,false,false,"London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; University of Bath; Katholieke Universiteit Leuven (KU Leuven, University of Leuven); Cranfield School of Management; Aarhus Universitet; Sør-Trøndelag University College",0.330466138350846,4,false,false,false,2.22133917,false,true,true,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,16,true,false,3,3.63636363636364,1992.8,0,0,0.0
18,8,2012,Early,Later,3,2,0.0,0.0,false,false,false,false,false,false,false,false,"London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; University of Bath; Katholieke Universiteit Leuven (KU Leuven, University of Leuven); Cranfield School of Management; Aarhus Universitet",0.452022658682651,4,false,false,false,2.22133917,false,true,true,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,13,true,false,3,3.7,1993.22222222222,0,0,0.0
18,9,2012,Early,Later,2,2,0.0,0.0,false,false,false,false,false,false,false,false,"London Business School; Norwegian University of Science and Technology; University of Bergen; NA; Norwegian University of Science and Technology; University of Oslo; BI Norwegian Business School; University of Bath; Katholieke Universiteit Leuven (KU Leuven, University of Leuven); Cranfield School of Management; Aarhus Universitet",0.523304132174597,4,false,false,false,2.22133917,false,true,true,true,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,221.5,-0.0848051435917848,false,12,true,false,3,3.77777777777778,1992.125,0,0,0.0
